name,game_id,ngram,matched_token,matched_category,line
spukhaus3,5,"['=', 'pf', 'AND', 'SKIP', '=', 'vn$', 'h']","""nimm pflock""",ngram-around-SL,6147
spukhaus3,5,"['41000', 'GOSUB', 'THEN', 'SKIP', '=', ')', '4']","""wand""",ngram-around-SL,6150
spukhaus3,5,"['(', 'MID$', 'AND', 'SKIP', '=', ')', '4']","""sieh""",ngram-around-SL,6150
spukhaus3,5,"['AND', 'vn$', '=', 'SKIP', 'THEN', 'sz', '=']","""nimm streichholz""",ngram-around-SL,6200
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""s""",ngram-around-SL,7040
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""o""",ngram-around-SL,7050
spukhaus3,5,"['=', 'vn$', 'OR', 'SKIP', '=', 'vn$', 'IF']","""n""",ngram-around-SL,6110
spukhaus3,5,"['=', 'vn$', 'OR', 'SKIP', '=', 'vn$', 'IF']","""geh tuer""",ngram-around-SL,6108
spukhaus3,5,"['40500', 'GOSUB', 'THEN', 'SKIP', '=', 'vn$', 'IF']","""oeffne tuer""",ngram-around-SL,6107
spukhaus3,5,"['zi', ':', 'PRINT', 'SKIP', ':', 'hh', 'gz']","""such das messer""",ngram-around-SL,14220
spukhaus3,5,"['17', ')', ';', 'SKIP', ':', 'PRINT', 'q$']","""{rvs_on}{red}{left}{CBM-*}""",ngram-around-SL,14310
spukhaus3,5,"['PRINT', ':', 'PRINT', 'SKIP', ':', 'GOSUB', '20300']","""jagt""",ngram-around-SL,14256
spukhaus3,5,"['PRINT', 'q$', ';', 'SKIP', ':', 'h', '=']","""hast keinen""",ngram-around-SL,12055
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""o""",ngram-around-SL,10020
spukhaus3,5,"['PRINT', 'q$', ';', 'SKIP', ':', 'PRINT', '""getoetet""']","""du hast dracula """,ngram-around-SL,13190
spukhaus3,5,"['""du hast dracula ""', ':', 'PRINT', 'SKIP', ':', 'dr', '=']","""getoetet""",ngram-around-SL,13190
spukhaus3,5,"['AND', 'vn$', '=', 'SKIP', 'THEN', 'du', '=']","""mit hammer""",ngram-around-SL,13170
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'AND', 'lz', '=']","""geh luke""",ngram-around-SL,3150
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'GOSUB', '40600']","""oeffne luke""",ngram-around-SL,3170
spukhaus3,5,"['(', 'MID$', 'AND', 'SKIP', '=', ')', 'vn$']","""sieh""",ngram-around-SL,3130
spukhaus3,5,"['PRINT', 'q$', ';', 'SKIP', ':', 'h', '=']","""geht nicht""",ngram-around-SL,3200
spukhaus3,5,"['4', ')', '=', 'SKIP', 'AND', 'GOSUB', 'THEN']","""sieh""",ngram-around-SL,3180
spukhaus3,5,"['AND', 'GOSUB', 'THEN', 'SKIP', '=', ')', '5']","""kamin""",ngram-around-SL,3180
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'OR', 'vn$', '0']","""o""",ngram-around-SL,3120
spukhaus3,5,"['AND', 'vn$', '=', 'SKIP', 'THEN', 'h', '=']","""lies zettel""",ngram-around-SL,3310
spukhaus3,5,"['(', 'vn$', '=', 'SKIP', 'OR', 'vn$', '=']","""w""",ngram-around-SL,3295
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', ')', 'THEN', '13000']","""geh tuer""",ngram-around-SL,3295
spukhaus3,5,"['4', ')', '=', 'SKIP', 'AND', 'MID$', '(']","""sieh""",ngram-around-SL,3410
spukhaus3,5,"['5', ')', '=', 'SKIP', 'THEN', 'GOSUB', '21030']","""stuhl""",ngram-around-SL,3410
spukhaus3,5,"['4', ')', '=', 'SKIP', 'AND', 'MID$', '(']","""sieh""",ngram-around-SL,3400
spukhaus3,5,"[':', 'GOSUB', 'THEN', 'SKIP', '=', ')', '5']","""stuhl""",ngram-around-SL,3400
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'OR', 'vn$', '=']","""geh tuer""",ngram-around-SL,3260
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""n""",ngram-around-SL,3230
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'GOSUB', '40500']","""oeffne tuer""",ngram-around-SL,3270
spukhaus3,5,"['gt', 'GOSUB', 'THEN', 'SKIP', '=', 'vn$', 'IF']","""oeffne tuer""",ngram-around-SL,3280
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', 'OR', 'vn$', '=']","""geh treppe""",ngram-around-SL,1075
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""hoch""",ngram-around-SL,1075
spukhaus3,5,"['AND', 'vn$', '=', 'SKIP', 'THEN', 'db', '=']","""nimm kreuz""",ngram-around-SL,1120
spukhaus3,5,"['vn$', 'MID$', 'AND', 'SKIP', '=', ')', '4']","""sieh""",ngram-around-SL,2135
spukhaus3,5,"['PRINT', 'q$', ';', 'SKIP', ':', 'tr', '=']","""ok hast getrunken""",ngram-around-SL,2180
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""s""",ngram-around-SL,2110
spukhaus3,5,"['yy', 'ON', 'THEN', 'SKIP', '=', 'vn$', '10000']","""n""",ngram-around-SL,2120
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'OR', 'vn$', '=']","""oeffne tuer""",ngram-around-SL,4130
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""n""",ngram-around-SL,4130
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'OR', 'vn$', '=']","""w""",ngram-around-SL,4140
spukhaus3,5,"['OR', 'vn$', '=', 'SKIP', 'THEN', 'GOSUB', '40200']","""s""",ngram-around-SL,4140
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'GOSUB', '40500']","""oeffne tuer""",ngram-around-SL,4125
spukhaus3,5,"['""n""', 'vn$', 'OR', 'SKIP', '=', 'vn$', 'IF']","""geh tuer""",ngram-around-SL,4127
spukhaus3,5,"['4', ')', '=', 'SKIP', '=', ')', '5']","""regal""",ngram-around-SL,4200
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'ON', 'yy']","""o""",ngram-around-SL,4150
spukhaus3,5,"[':', 'GOSUB', 'THEN', 'SKIP', '=', 'vn$', 'AND']","""nimm kerze""",ngram-around-SL,4160
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'AND', 'ha', '=']","""nimm hammer""",ngram-around-SL,4220
spukhaus3,5,"['IF', 'vn$', '=', 'SKIP', 'THEN', 'PRINT', '""{clr}{down}{down}das war gift""']","""trink""",ngram-around-SL,4230
spukhaus3,5,"['""trink""', 'THEN', 'PRINT', 'SKIP', ':', 'PRINT', '""{down}du bist tot""']","""{clr}{down}{down}das war gift""",ngram-around-SL,4230
spukhaus3,5,"[',', '4', '=', 'SKIP', 'AND', 'ha', 'AND']","""sieh""",ngram-around-SL,4210
spukhaus3,5,"['AND', 'ha', 'AND', 'SKIP', '=', ')', '5']","""regal""",ngram-around-SL,4210
editor,6,"['1', ')', '=', 'SKIP', 'THEN', 'a$', 'LEFT$']",""" """,ngram-around-SL,4110
editor,6,"['g$', ':', 'PRINT', 'SKIP', ':', 'OPEN', '1']","""ok""",ngram-around-SL,6030
editor,6,"['1', ')', '+', 'SKIP', ')', ':', 'IF']","""{CTRL-A}""",ngram-around-SL,5000
editor,6,"['1', ')', '=', 'SKIP', 'THEN', 'n2', '=']","""-""",ngram-around-SL,5060
editor,6,"[':', 'CLR', 'THEN', 'SKIP', '=', 'g$', 'IF']","""j""",ngram-around-SL,590
editor,6,"['198', 'WAIT', ':', 'SKIP', 'PRINT', ':', 'f$']","""cassette / disk {rvs_on}c{rvs_off}/{rvs_on}d{rvs_off}""",ngram-around-SL,502
editor,6,"['520', 'GOTO', ':', 'SKIP', '+', 'f$', ',']",""",s,w""",ngram-around-SL,507
editor,6,"['198', 'WAIT', ':', 'SKIP', 'PRINT', 'THEN', '>']","""{rvs_on} are you sure ? {rvs_off}""",ngram-around-SL,810
editor,6,"[')', '1', ',', 'SKIP', '+', ')', '1']",""" """,ngram-around-SL,4010
editor,6,"['=', 's', ':', 'SKIP', 'PRINT', ':', 'n2']","""{down}{down}{up}{up}{up}""",ngram-around-SL,1010
editor,6,"['280', 'GOTO', ':', 'SKIP', 'PRINT', ':', '1']","""ok""",ngram-around-SL,940
editor,6,"['CLOSE', ':', 'c', 'SKIP', 'PRINT', 'THEN', 'n2']","""?verify error in""",ngram-around-SL,930
assembler,7,"['IF', 'j$', '<>', 'SKIP', 'THEN', 'a$', '=']",""",""",ngram-around-SL,1165
assembler,7,"[':', 'a$', '=', 'SKIP', ':', 'FOR', 'k']","""""",ngram-around-SL,1160
assembler,7,"['THEN', 'b$', '=', 'SKIP', ':', 'GOTO', '4140']","""a""",ngram-around-SL,4050
assembler,7,"[':', 'b$', '=', 'SKIP', ':', 'FOR', 'i']","""""",ngram-around-SL,4060
assembler,7,"['IF', 'j$', '=', 'SKIP', 'OR', 'j$', '=']",""")""",ngram-around-SL,4090
assembler,7,"['IF', 'j$', '=', 'SKIP', 'THEN', 'i', '=']",""",""",ngram-around-SL,4100
assembler,7,"['OR', 'j$', '=', 'SKIP', 'THEN', 'b$', '=']","""(""",ngram-around-SL,4070
assembler,7,"['1', ')', '=', 'SKIP', ')', ':', 'NEXT']",""",""",ngram-around-SL,4032
assembler,7,"['IF', 'g$', '<', 'SKIP', 'OR', 'g$', '>']","""c""",ngram-around-SL,200
assembler,7,"['1', ')', '<>', 'SKIP', 'THEN', 'NEXT', 'l$']",""" """,ngram-around-SL,510
assembler,7,"['PRINT', 'RIGHT$', '(', 'SKIP', '+', 'STR$', '(']","""   """,ngram-around-SL,525
assembler,7,"[':', 'a$', '+', 'SKIP', '=', 'a$', ':']","""%""",ngram-around-SL,60000
disassembler,8,"['GOSUB', '950', 'PRINT', 'SKIP', ';', 'TAB(', '10']","""{green}""",ngram-around-SL,1310
disassembler,8,"['950', ':', 'PRINT', 'SKIP', ';', ':', 'p2']",""" """,ngram-around-SL,1300
disassembler,8,"['900', ':', 'PRINT', 'SKIP', ':', 'p1', '=']","""-{red}""",ngram-around-SL,1000
disassembler,8,"['1', ')', '=', 'SKIP', 'THEN', 'GOSUB', '800']","""l""",ngram-around-SL,610
invaders-8k,9,"[')', ':', 'SYS', 'SKIP', ',', 'd', ',']","""inv-mc""",ngram-around-SL,10
inv-gfx,11,"['34', '(', 'CHR$', 'SKIP', ')', '34', '(']","""inv-game""",ngram-around-SL,20
inv-gfx,11,"['34', '(', 'CHR$', 'SKIP', 'PRINT', ':', ')']","""{clr}load""",ngram-around-SL,20
labyrinth,13,"['1', ':', 'PRINT', 'SKIP', ':', 'GOSUB', '91']","""licht""",ngram-around-SL,52
labyrinth,13,"['0', 'THEN', 'PRINT', 'SKIP', ':', 'GOSUB', '92']","""luft=0""",ngram-around-SL,51
labyrinth,13,"['IF', 'a$', '=', 'SKIP', 'THEN', 'nm', '=']","""r""",ngram-around-SL,42
labyrinth,13,"['IF', 'a$', '=', 'SKIP', 'THEN', 'np', '=']","""g""",ngram-around-SL,36
labyrinth,13,"['np', ':', 'PRINT', 'SKIP', ':', 'GOTO', '48']","""sie gehen""",ngram-around-SL,39
car-crash2,14,"['2', ':', 'PRINT', 'SKIP', ';', ':', 'NEXT']",""" """,ngram-around-SL,60
car-crash2,14,"['PRINT', 'p$', ';', 'SKIP', ';', 'xx', '=']","""{down}{cyan}{CBM-E}""",ngram-around-SL,4050
skipping-ball,15,"['IF', 'a$', '<>', 'SKIP', 'THEN', '890', 'a$']","""""",ngram-around-SL,870
skipping-ball,15,"['k', ')', '+', 'SKIP', 'pn$', '(', '(']","""          """,ngram-around-SL,1080
skipping-ball,15,"['0', 'ps', 'THEN', 'SKIP', '=', 'i$', 'IF']","""!""",ngram-around-SL,440
skipping-ball,15,"['-', '20', '(', 'SKIP', 'PRINT', ':', 'NEXT']","""{rvs_on}   schwierigkeit =""",ngram-around-SL,250
skipping-ball,15,"['NEXT', ':', ';', 'SKIP', 'PRINT', ':', 'py']","""{down}""",ngram-around-SL,700
skipping-ball,15,"['NEXT', ':', ';', 'SKIP', 'PRINT', ':', 'pl']","""{down}""",ngram-around-SL,700
skipping-ball,15,"['-', '20', '(', 'SKIP', 'PRINT', ':', '2']","""momentaner schwierig- keitsgrad       :""",ngram-around-SL,790
skipping-ball,15,"['GOSUB', ':', ';', 'SKIP', ';', ')', '13']","""aenderungen (j/n)? """,ngram-around-SL,830
skipping-ball,15,"['>', 'aa', 'AND', 'SKIP', '=', ')', '1']",""" """,ngram-around-SL,780
skipping-ball,15,"['20', 'STR$', ';', 'SKIP', ')', 'q', '+']","""{SHIFT--}""",ngram-around-SL,650
skipping-ball,15,"['(', 'STR$', ';', 'SKIP', '2', '/', ')']","""{SHIFT--}""",ngram-around-SL,650
einsiedler,16,"['IF', 'a$', '=', 'SKIP', 'OR', 'un', ')']","""{down}""",ngram-around-SL,1080
einsiedler,16,"['a$', '=', '32', 'SKIP', 'ob', ')', 'AND']","""{up}""",ngram-around-SL,1070
einsiedler,16,"['=', 'THEN', 'PRINT', 'SKIP', ':', 'PRINT', '""{down}{right}{right}stein jebrig !""']","""{down}{right}{right}es ist noch ein""",ngram-around-SL,1215
einsiedler,16,"['(', 'a$', '=', 'SKIP', 'OR', 'li', ')']","""{left}""",ngram-around-SL,1090
einsiedler,16,"['IF', 'a$', '<>', 'SKIP', 'AND', 'a$', '<>']","""Q""",ngram-around-SL,370
einsiedler,16,"['PRINT', ':', 'PRINT', 'SKIP', ':', 'NEXT', ':']","""{up}{left}**{down}{left}{left}**""",ngram-around-SL,410
einsiedler,16,"['IF', 'a$', '<>', 'SKIP', 'AND', 'a$', '<>']","""Q""",ngram-around-SL,400
einsiedler,16,"['*', '2', ')', 'SKIP', ':', 'i', 'FOR']","""*{left}""",ngram-around-SL,360
einsiedler,16,"['IF', 'a$', '=', 'SKIP', 'THEN', 'za', '=']","""Q""",ngram-around-SL,340
prgreservoir-8k,17,"['IF', 'a$', '=', 'SKIP', 'THEN', 'PRINT#', '4']","""00""",ngram-around-SL,980
prgreservoir-8k,17,"['IF', 'a$', '=', 'SKIP', 'THEN', 'PRINT#', '4']","""00""",ngram-around-SL,750
prgreservoir-8k,17,"['IF', 'f$', '=', 'SKIP', 'THEN', 'PRINT', '""programm wurde noch   nicht abgetippt!""']","""0""",ngram-around-SL,1150
prgreservoir-8k,17,"['IF', 'f$', '=', 'SKIP', 'THEN', 'PRINT', '""programm ist bereits  in betrieb""']","""2""",ngram-around-SL,1170
prgreservoir-8k,17,"['IF', 'q$', '<>', 'SKIP', 'THEN', '200', ':']","""j""",ngram-around-SL,230
prgreservoir-8k,17,"[';', 'a$', ';', 'SKIP', ';', 'b$', ';']",""",""",ngram-around-SL,240
prgreservoir-8k,17,"[';', 'd$', ';', 'SKIP', ';', 'e$', ';']",""",""",ngram-around-SL,240
prgreservoir-8k,17,"['IF', 'a$', '=', 'SKIP', 'THEN', 'PRINT#', '4']","""00""",ngram-around-SL,530
demon2,18,"['<>', 'a$', 'AND', 'SKIP', '<>', 'a$', 'IF']","""j""",ngram-around-SL,9110
demon2,18,"[')', '100', 'SPC(', 'SKIP', 'PRINT', ':', 'aq']","""{home}""",ngram-around-SL,370
roulette,19,"['pe%', 'PRINT', 'pe$', 'SKIP', 'TO', '1', '=']","""{blue}""",ngram-around-SL,6010
roulette,19,"['IF', ':', '=', 'SKIP', ':', ')', '37']","""{clr}{down}{down}{red}  Nichts geht mehr!""",ngram-around-SL,7000
roulette,19,"['dm', 'IF', ':', 'SKIP', ';', ')', 'i']","""DM""",ngram-around-SL,6010
roulette,19,"['INPUT', ':', ';', 'SKIP', 'i', 'PRINT', ':']","""{left}.Spieler""",ngram-around-SL,130
nager,23,"['CHR$', '34', ')', 'SKIP', 'CHR$', '(', '34']","""nager2""",ngram-around-SL,25
nager,23,"['(', '34', ')', 'SKIP', 'PEEK', '(', '186']",""",""",ngram-around-SL,25
seeschlacht-16k,24,"['IF', 'a$', '<>', 'SKIP', 'AND', 'a$', '<>']","""j""",ngram-around-SL,70
seeschlacht-16k,24,"['4370', 'GOTO', ':', 'SKIP', 'PRINT', ':', '""{clr}{down}bastard! du bist ""']","""{down}kein guter patriot!""",ngram-around-SL,3210
seeschlacht-16k,24,"['4560', ':', 'PRINT', 'SKIP', ':', 'PRINT', '""{down}repariert.{black}""']","""{clr}{down}{down}{purple}maschinen werden""",ngram-around-SL,640
seeschlacht-16k,24,"['""{clr}{down}{down}{purple}maschinen werden""', ':', 'PRINT', 'SKIP', ':', 'GOTO', '500']","""{down}repariert.{black}""",ngram-around-SL,640
seeschlacht-16k,24,"['(', 'a$', '<', 'SKIP', 'OR', 'a$', '>']","""0""",ngram-around-SL,540
seeschlacht-16k,24,"['OR', 'a$', '>', 'SKIP', ')', 'AND', 'a$']","""9""",ngram-around-SL,540
seeschlacht-16k,24,"['""{down}gradiert!!""', 'PRINT', ':', 'SKIP', 'PRINT', ':', '""{down}sie werden zum""']","""{down}deckschrubben de-""",ngram-around-SL,4380
seeschlacht-16k,24,"['""{down}uebrig.""', 'PRINT', ':', 'SKIP', 'PRINT', ':', '""{down}es sind noch""']","""{down}feindliche schiffe""",ngram-around-SL,4370
seeschlacht-16k,24,"['<>', 'a$', 'AND', 'SKIP', '<>', 'a$', 'IF']","""j""",ngram-around-SL,4410
seeschlacht-16k,24,"['""{down}ihnen helfen.""', 'PRINT', ':', 'SKIP', 'PRINT', ':', '""{down}schnelle arbeit!""']","""{down}hilfe kommt und wird""",ngram-around-SL,3630
seeschlacht-16k,24,"['IF', 'a$', '<>', 'SKIP', 'AND', 'a$', '<>']","""n""",ngram-around-SL,1900
seeschlacht-16k,24,"['0', ':', 'PRINT', 'SKIP', ':', 'GOTO', '1640']","""{down}blindgaenger.""",ngram-around-SL,1800
seeschlacht-16k,24,"['""{down}rakete ausserhalb der""', ':', 'PRINT', 'SKIP', ':', 'PRINT', '""{down}verloren.""']","""{down}sonarerfassung.rakete""",ngram-around-SL,2010
seeschlacht-16k,24,"['f', ':', 'PRINT', 'SKIP', ':', 'GOTO', '1950']","""{down}treibstoff.""",ngram-around-SL,1970
seeschlacht-16k,24,"['PRINT', ':', 'PRINT', 'SKIP', ':', 'PRINT', '""{down}unwirksam.""']","""{down}torpedo ausserhalb...""",ngram-around-SL,1620
